LATITUDE,LONGITUDE,ScaledCountPerMinute,OBSERVATION COUNT,Season_Northeast Monsoon,Season_Second Inter-monsoon,Season_Southwest Monsoon,Season_Unknown,Season_Time,TimeOfDay_Evening,TimeOfDay_Morning
6.2885959,81.2879062,-0.0765376623713082,2.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.07885714661331107,7.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.06482406410035713,50.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.015498603371232551,3.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.05212203877127793,6.0,True,False,False,False,True,False,True
6.296813,81.270306,-0.0765376623713082,2.0,True,False,False,False,False,False,False
6.2935227,81.2677467,-0.061888288211290034,4.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07983535698741617,5.0,True,False,False,False,True,False,True
6.3716425,81.5050842,-0.07091525980524545,12.0,True,False,False,False,False,False,False
6.284418,81.2332,-0.022031432388537938,10.0,True,False,False,False,True,False,True
6.2328926,81.3536954,0.0029596080703903275,48.0,True,False,False,False,False,False,False
6.284418,81.2332,-0.0203817280912386,10.0,True,False,False,False,True,False,True
6.2912334,81.2682894,-0.06874344406822161,3.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.07609374194221673,4.0,True,False,False,False,True,False,True
6.28932,81.390609,0.05670188356028549,22.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.05761555408128474,13.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07627061648818285,6.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07500500278765665,4.0,True,False,False,False,True,False,True
6.2885348,81.260379,-0.06677141293129608,2.0,True,False,False,False,False,False,False
6.283272,81.4157,-0.07366523606542227,6.0,True,False,False,False,False,False,False
6.2442417,81.3773055,0.07553679319459455,10.0,True,False,False,False,True,False,True
6.2442417,81.3773055,-0.04479735169126886,4.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.06796728020966492,6.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.07500500278765665,4.0,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.008173916291223476,20.0,True,False,False,False,True,False,True
6.2885959,81.2879062,-0.06898263921960071,3.0,True,False,False,False,False,False,False
6.2973268,81.293968,-0.05478556134582669,4.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2442417,81.3773055,0.07553679319459455,10.0,True,False,False,False,True,False,True
6.2885959,81.2879062,-0.06898263921960071,3.0,True,False,False,False,False,False,False
6.2973268,81.293968,-0.015498603371232551,3.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.015498603371232551,3.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.015498603371232551,3.0,True,False,False,False,True,False,True
6.2928616,81.4304066,-0.08096299414881368,1.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.08142078709131424,,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.053248913706663945,10.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07500500278765665,4.0,True,False,False,False,True,False,True
6.267568,81.3103445,-0.07196957795581865,4.0,True,False,False,False,False,False,False
6.2814981,81.4125125,-0.022711463167577363,35.0,True,False,False,False,False,False,False
6.2814981,81.4125125,-0.022711463167577363,35.0,True,False,False,False,False,False,False
6.2592374,81.3874048,-0.056307574245568835,4.0,True,False,False,False,True,False,True
6.2442417,81.3773055,-0.04479735169126886,4.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2442417,81.3773055,-0.04479735169126886,4.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.06768699881629722,45.0,True,False,False,False,True,False,True
6.2442417,81.3773055,0.07553679319459455,10.0,True,False,False,False,True,False,True
6.2945915,81.2598074,-0.061888288211290034,12.0,True,False,False,False,False,False,False
6.2935227,81.2677467,-0.0778765836655034,1.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07798734002255998,5.0,True,False,False,False,True,False,True
6.2814981,81.4125125,-0.022711463167577363,35.0,True,False,False,False,False,False,False
6.2935227,81.2677467,-0.07600845673662772,5.0,True,False,False,False,False,False,False
6.2495063,81.3825615,-0.06940372235067435,7.0,True,False,False,False,True,False,True
6.2543403,81.3725481,-0.015498603371232551,3.0,True,False,False,False,False,True,False
6.2543403,81.3725481,-0.015498603371232551,3.0,True,False,False,False,False,True,False
6.3531747,81.4722061,-0.07820507081228587,9.0,True,False,False,False,True,False,True
6.2814981,81.4125125,-0.022711463167577363,35.0,True,False,False,False,False,False,False
6.243248,81.3773412,0.012753761080231029,3.0,True,False,False,False,True,False,True
6.2543403,81.3725481,-0.015498603371232551,3.0,True,False,False,False,False,True,False
6.3531747,81.4722061,-0.06768699881629722,45.0,True,False,False,False,True,False,True
6.2442417,81.3773055,-0.04479735169126886,4.0,True,False,False,False,True,False,True
6.2592374,81.3874048,-0.056307574245568835,4.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.015498603371232551,3.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.04021942226626318,6.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.07727473780074307,3.0,True,False,False,False,False,False,False
6.2495063,81.3825615,-0.06940372235067435,7.0,True,False,False,False,True,False,True
6.2495063,81.3825615,-0.06940372235067435,7.0,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.08142078709131424,,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07585773361282633,6.0,True,False,False,False,False,False,False
6.243248,81.3773412,0.012753761080231029,3.0,True,False,False,False,True,False,True
6.2543403,81.3725481,-0.015498603371232551,3.0,True,False,False,False,False,True,False
6.3531747,81.4722061,-0.07500500278765665,4.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.05998267856445841,60.0,True,False,False,False,True,False,True
6.2592374,81.3874048,-0.056307574245568835,4.0,True,False,False,False,True,False,True
6.2442417,81.3773055,0.07553679319459455,10.0,True,False,False,False,True,False,True
6.2495063,81.3825615,-0.06940372235067435,7.0,True,False,False,False,True,False,True
6.2592374,81.3874048,-0.056307574245568835,4.0,True,False,False,False,True,False,True
6.2885348,81.260379,-0.06677141293129608,2.0,True,False,False,False,False,False,False
6.283272,81.4157,-0.07167859245287853,9.0,True,False,False,False,True,False,True
6.2885959,81.2879062,-0.06898263921960071,3.0,True,False,False,False,False,False,False
6.2885959,81.2879062,-0.06898263921960071,3.0,True,False,False,False,False,False,False
6.2973268,81.293968,-0.06796728020966492,6.0,True,False,False,False,False,False,False
6.2973268,81.293968,-0.05478556134582669,4.0,True,False,False,False,False,False,False
6.2943429,81.2376816,-0.05212203877127793,4.0,False,False,False,False,False,True,False
6.2577175,81.2488445,-0.06964896856987109,3.0,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.2825812,81.2324381,-0.030711414998943705,3.0,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.3669721,81.4396971,-0.08142078709131424,,False,False,False,False,False,False,True
6.2935227,81.2677467,-0.07958961532131197,2.0,False,False,False,False,False,False,False
6.2885959,81.2879062,-0.08142078709131424,,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.07857229767131071,7.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.2336663,81.35818,-0.04479735169126886,6.0,False,False,False,False,False,True,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.2874868,81.2911892,-0.07343021936766797,6.0,False,False,False,False,False,False,True
6.2810253,81.4017965,-0.04656537960713311,23.0,False,False,False,False,False,False,False
6.3934331,81.441335,-0.07081261959612868,14.0,False,False,False,False,False,False,True
6.267568,81.3103445,-0.07932801935416879,2.0,False,False,False,False,False,False,False
6.2874868,81.2911892,-0.07343021936766797,6.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.03869344579126129,7.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,False
6.2935227,81.2677467,0.35806043770923035,2.0,False,False,False,False,False,True,False
6.2885959,81.2879062,-0.0789792247313112,2.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.07820507081228587,3.0,False,False,False,False,False,False,True
6.2874868,81.2911892,-0.07816537061131021,2.0,False,False,False,False,False,False,True
6.2885959,81.2879062,0.5778010501095027,3.0,False,False,False,False,False,False,True
6.2810253,81.4017965,-0.06768699881629722,3.0,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.267568,81.3103445,-0.06613448361999096,8.0,False,False,False,False,False,False,False
6.3984727,81.4817646,-0.0679921941112976,11.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.3984727,81.4817646,-0.07070173282788633,18.0,False,False,False,False,False,False,True
6.3984777,81.4820563,-0.06714385464722875,23.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.042005430606960464,40.0,False,False,False,False,False,False,True
6.248984,81.368519,0.040657330908837046,5.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.04894680496319518,30.0,False,False,False,False,False,False,False
6.267568,81.3103445,-0.06258587745700518,6.0,False,False,False,False,False,False,True
6.2825812,81.2324381,-0.08142078709131424,,False,False,False,False,False,True,False
6.3531747,81.4722061,-0.04894680496319518,30.0,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.042005430606960464,40.0,False,False,False,False,False,False,True
6.248984,81.368519,0.040657330908837046,5.0,False,False,False,False,False,False,True
6.3985258,81.4821195,-0.06677141293129608,16.0,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,True
6.3531747,81.4722061,-0.08020000591131274,1.0,False,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,False,False,False,False
6.2935227,81.2677467,-0.08142078709131424,,False,False,False,False,False,False,False
6.3984727,81.4817646,-0.04384855802805525,33.0,False,False,False,False,False,False,True
6.3984777,81.4820563,-0.07696658548860602,6.0,False,False,False,False,False,False,True
6.3642161,81.5046213,-0.05944672585128701,1.0,False,False,False,False,False,True,False
6.3531747,81.4722061,-0.07860359975284921,2.0,False,False,True,False,False,False,False
6.367792,81.516889,-0.07409610001130516,6.0,False,False,True,False,False,False,False
6.3223211,81.3837864,-0.06277612906947296,28.0,False,False,True,False,False,False,True
6.2822042,81.3948783,-0.07495782790307094,2.0,False,False,True,False,False,False,False
6.2973268,81.293968,-0.05212203877127793,4.0,False,False,True,False,False,False,False
6.2973268,81.293968,-0.05212203877127793,4.0,False,False,True,False,False,False,False
6.367792,81.516889,-0.07409610001130516,6.0,False,False,True,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,True,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,True,False,False,False,True
6.3531747,81.4722061,-0.0777584435513097,8.0,False,False,True,False,False,False,True
6.2621478,81.3824272,-0.03537989687411433,22.0,False,False,True,False,False,True,False
6.2621478,81.3824272,-0.015498603371232551,21.0,False,False,True,False,False,False,False
6.2621478,81.3824272,-0.015498603371232551,18.0,False,False,True,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,True,False,False,False,True
6.2621478,81.3824272,-0.05840034198271428,11.0,False,False,True,False,False,False,False
6.2621478,81.3824272,-0.05669996819628361,9.0,False,False,True,False,False,False,False
6.2621478,81.3824272,-0.06677141293129608,5.0,False,False,True,False,False,False,True
6.2621478,81.3824272,-0.04845969523127339,9.0,False,False,True,False,False,False,False
6.2589168,81.4038095,-0.08142078709131424,,False,False,True,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,True,False,False,False,True
6.2589168,81.4038095,-0.08142078709131424,,False,False,True,False,False,False,False
6.4008312,81.4423189,-0.07043375647130062,10.0,False,False,True,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,False,True,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,True,False,False,False,True
6.389268,81.3572172,-0.06860258470129835,14.0,False,False,True,False,False,False,True
6.2775979,81.4022522,-0.075871781727671,5.0,False,True,False,False,False,False,False
6.3531747,81.4722061,-0.07797387552425114,4.0,False,True,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,False,True,False,False,False,False,False
6.3531747,81.4722061,-0.07867402943631084,6.0,False,True,False,False,False,False,True
6.3531747,81.4722061,-0.07990881040048668,3.0,False,True,False,False,False,False,True
6.3531747,81.4722061,-0.07828163548559607,6.0,False,True,False,False,False,False,True
6.2935227,81.2677467,-0.08142078709131424,,False,True,False,False,False,False,False
6.3531747,81.4722061,-0.07226492824130289,10.0,False,True,False,False,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,True,False,False,False,False,True
6.3531747,81.4722061,-0.01989341561923799,56.0,False,True,False,False,False,False,False
6.314669,81.4827746,-0.008173916291223476,5.0,False,True,False,False,False,False,True
6.3492474,81.4158026,-0.08142078709131424,,False,True,False,False,False,False,True
6.2933394,81.4240067,0.797541662509775,4.0,False,True,False,False,False,False,False
6.2290092,81.3311751,-0.06677141293129608,2.0,False,True,False,False,False,False,False
6.3675717,81.5169788,-0.06970128776329972,8.0,False,False,False,True,False,False,True
6.3531747,81.4722061,0.028449519108821913,1.0,False,False,False,True,False,False,True
6.2388211,81.3730031,-0.07165453765130214,4.0,False,False,False,True,False,False,True
6.3531747,81.4722061,-0.08111559179631386,1.0,False,False,False,True,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,True,False,False,True
6.3531747,81.4722061,-0.06167846644597728,23.0,False,False,False,True,False,False,False
6.3531747,81.4722061,-0.06335991483923707,18.0,False,False,False,True,False,False,True
6.2885959,81.2879062,-0.008173916291223476,1.0,False,False,False,True,False,True,False
6.3531747,81.4722061,-0.08038752402360136,3.0,False,False,False,True,False,False,True
6.3492474,81.4158026,-0.08142078709131424,,False,False,False,True,False,False,True
6.3531747,81.4722061,-0.08142078709131424,,False,False,False,True,False,False,False
6.3531747,81.4722061,-0.07714805296130894,7.0,False,False,False,True,False,False,True
6.29209,81.2822025,-0.07798734002255998,2.0,False,False,False,True,False,False,False
6.3033483,81.4423108,-0.06335991483923707,30.0,False,False,False,True,False,False,True
6.312345,81.448727,0.028449519108821913,1.0,False,False,False,True,False,False,False
6.3531747,81.4722061,0.5778010501095027,3.0,True,False,False,False,False,False,False
6.2469822,81.3809252,-0.02099211868123935,11.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2569,81.3801,-0.05212203877127793,4.0,True,False,False,False,True,False,True
6.293,81.4304,-0.08032208402931287,1.0,True,False,False,False,True,False,True
6.2621478,81.3824272,-0.02099211868123935,11.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.0808559011982544,1.0,True,False,False,False,True,False,True
6.2498537,81.3702776,-0.04479735169126886,20.0,True,False,False,False,True,False,True
6.2498537,81.3702776,-0.008173916291223476,20.0,True,False,False,False,False,False,False
6.2621478,81.3824272,-0.04479735169126886,5.0,True,False,False,False,False,True,False
6.2935227,81.2677467,-0.07867402943631084,3.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07723525161702334,2.0,True,False,False,False,True,False,True
6.2621478,81.3824272,-0.06015556653644917,3.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07723525161702334,2.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07642668226403533,15.0,True,False,False,False,True,False,True
6.3531747,81.4722061,0.5778010501095027,3.0,True,False,False,False,False,False,False
6.2966209,81.2703078,-0.06384153809929245,6.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08096299414881368,1.0,True,False,False,False,True,False,True
6.3531747,81.4722061,0.028449519108821913,100.0,True,False,False,False,True,False,True
6.2825812,81.2324381,-0.08142078709131424,,True,False,False,False,True,False,True
6.2742984,81.404126,0.021124832028812837,14.0,True,False,False,False,True,False,True
6.2973268,81.293968,-0.07495782790307094,2.0,True,False,False,False,False,False,False
6.2471,81.3809,-0.07043375647130062,2.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07945001926709655,2.0,True,False,False,False,False,False,False
6.2885959,81.2879062,-0.03258953989125373,10.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07945001926709655,2.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.06954291615075898,40.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07945001926709655,2.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.07945001926709655,2.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2885959,81.2879062,-0.03258953989125373,10.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.07908312100194964,2.0,True,False,False,False,False,False,False
6.2935227,81.2677467,-0.0692129752912991,5.0,True,False,False,False,False,True,False
6.3531747,81.4722061,-0.07945001926709655,2.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.07945001926709655,2.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.08142078709131424,,True,False,False,False,False,False,False
6.2943429,81.2376816,-0.06886418066844154,2.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.06954291615075898,40.0,True,False,False,False,True,False,True
6.264434,81.337335,-0.05944672585128701,12.0,True,False,False,False,True,False,True
6.2935227,81.2677467,-0.07908312100194964,2.0,True,False,False,False,False,False,False
6.3531747,81.4722061,-0.06954291615075898,40.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.07922338096731152,3.0,True,False,False,False,True,False,True
6.3531747,81.4722061,-0.08142078709131424,,True,False,False,False,True,False,True
6.2943681,81.4311583,-0.07944114193455502,10.0,True,False,False,False,False,False,False
6.2935227,81.2677467,-0.0692129752912991,5.0,True,False,False,False,False,True,False
